fname,fnum,cumulative_nv,cnv_change_6m,unit_nv,unit_nv_change,pnv_change_1m,npv_thisy,class,risk,founded_date,scale,management,manager,fee,mmin_amount,rank_1y
浦银安盛优化收益债券C,519112,58.89%,2.68%,1.377,0.07%,1.10%,1.77%,债券型,中风险,2009-09-22,0.12亿元（2019-12-31）,浦银安盛基金,章潇枫,0.00%,100元起购,575 | 2105
南方纯元A,001988,14.88%,2.31%,1.0604,0.08%,0.93%,1.28%,债券型,中低风险,2017-05-23,35.95亿元（2019-12-31）,南方基金,金凌志,0.08%,100元起购,1150 | 2105
中融增鑫定开债A,000400,38.80%,1.98%,1.388,0.00%,0.87%,1.09%,定开债券,中风险,2013-12-03,0.48亿元（2019-12-31）,中融基金,李倩,0.06%,1000元起购,566 | 791
招商中债1-5年农发行A,006765,4.17%,2.36%,1.0201,0.08%,0.92%,1.10%,债券指数,中低风险,2019-03-28,6.03亿元（2019-12-31）,招商基金,周欣宇,0.05%,100元起购,-- | 1608
招商中债1-5年农发行C,006766,4.07%,2.31%,1.0199,0.08%,0.91%,1.08%,债券指数,中低风险,2019-03-28,0.00亿元（2019-12-31）,招商基金,周欣宇,0.00%,100元起购,-- | 1608
博时裕乾纯债A,002175,17.86%,2.60%,1.0686,0.07%,0.97%,1.31%,债券型,中低风险,2016-01-15,15.17亿元（2019-12-31）,博时基金,黄海峰,0.08%,100元起购,1120 | 2105
华夏中短债债券A,006668,5.19%,2.43%,1.0253,0.05%,0.89%,1.33%,债券型,中低风险,2018-12-25,21.85亿元（2019-12-31）,华夏基金,刘明宇,0.03%,100元起购,1082 | 2105
博时景兴纯债债券,002775,15.89%,3.23%,1.0315,0.06%,1.14%,1.58%,债券型,中低风险,2016-05-20,7.49亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,761 | 2105
华泰柏瑞稳健收益债券C,460108,44.84%,2.27%,1.2245,0.03%,0.98%,1.53%,债券型,中低风险,2012-12-04,0.73亿元（2019-12-31）,华泰柏瑞基金,董元星,0.00%,100元起购,845 | 2105
德邦锐乾债券C,004247,16.87%,3.11%,1.0357,0.04%,1.21%,1.74%,债券型,中低风险,2017-01-18,0.00亿元（2019-12-31）,德邦基金,张铮烁,0.00%,100元起购,599 | 2105
浦银安盛优化收益债券A,519111,65.39%,2.89%,1.422,0.07%,1.14%,1.79%,债券型,中风险,2008-12-30,16.27亿元（2019-12-31）,浦银安盛基金,章潇枫,0.08%,100元起购,563 | 2105
华夏稳定双利债券C,288102,141.86%,2.38%,1.0921,0.03%,0.96%,1.48%,债券型,中风险,2006-07-20,3.54亿元（2019-12-31）,华夏基金,刘明宇,0.00%,100元起购,903 | 2105
南方纯元C,001989,13.02%,2.09%,1.0482,0.07%,0.89%,1.21%,债券型,中低风险,2017-05-23,0.03亿元（2019-12-31）,南方基金,金凌志,0.00%,100元起购,1236 | 2105
富国泓利纯债发起式C,007176,4.44%,2.88%,1.0483,0.04%,0.96%,1.45%,债券型,中低风险,2019-05-21,0.08亿元（2019-12-31）,富国基金,武磊,0.00%,100元起购,940 | 2105
富国泓利纯债发起式A,004920,16.71%,3.03%,1.0508,0.04%,0.99%,1.51%,债券型,中低风险,2017-07-25,33.00亿元（2019-12-31）,富国基金,武磊,0.08%,100元起购,862 | 2105
富国信用债债券A/B,000191,46.13%,3.14%,1.1011,0.05%,1.07%,1.66%,债券型,中低风险,2013-06-25,112.30亿元（2019-12-31）,富国基金,黄纪亮,0.08%,100元起购,669 | 2105
交银丰润收益债券A/B,519743,29.46%,2.26%,1.0603,0.08%,0.84%,1.05%,债券型,中低风险,2014-12-15,34.22亿元（2019-12-31）,交银施罗德基金,连端清,0.08%,100元起购,1438 | 2105
博时裕乾纯债C,002404,14.81%,2.39%,1.0651,0.07%,0.93%,1.24%,债券型,中低风险,2016-02-01,0.51亿元（2019-12-31）,博时基金,黄海峰,0.00%,100元起购,1205 | 2105
博时聚盈纯债债券,002929,16.27%,3.82%,1.1163,0.04%,1.18%,1.67%,债券型,中低风险,2016-07-27,11.37亿元（2019-12-31）,博时基金,陈黎,0.08%,100元起购,666 | 2105
国富新趋势混合C,005553,6.81%,1.86%,1.0681,0.08%,0.94%,1.17%,混合型,中高风险,2018-02-08,0.90亿元（2019-12-31）,国海富兰克林基金,杜飞,0.00%,100元起购,2226 | 3302
民生加银鑫享债券C,003383,17.56%,2.27%,1.1663,0.03%,0.80%,1.32%,债券型,中低风险,2016-10-31,58.21亿元（2019-12-31）,民生加银基金,陆欣,0.00%,100元起购,1101 | 2105
华夏中短债债券C,006669,4.71%,2.24%,1.0216,0.05%,0.85%,1.27%,债券型,中低风险,2018-12-25,10.06亿元（2019-12-31）,华夏基金,刘明宇,0.00%,100元起购,1167 | 2105
国富新趋势混合A,005552,7.10%,1.97%,1.071,0.08%,0.95%,1.20%,混合型,中高风险,2018-02-08,0.01亿元（2019-12-31）,国海富兰克林基金,杜飞,0.10%,100元起购,2211 | 3302
海富通养老混合(FOF),007090,7.49%,5.51%,1.0749,-0.64%,1.78%,2.66%,混合-FOF,中高风险,2019-04-25,1.00亿元（2019-12-31）,海富通基金,姜萍,0.04%,100元起购,2075 | 3296
博时利发纯债,003260,13.14%,2.67%,1.0353,0.09%,1.02%,1.58%,债券型,中低风险,2016-09-07,30.93亿元（2019-12-31）,博时基金,张鹿,0.08%,100元起购,764 | 2105
交银丰润收益债券C,519745,22.25%,2.07%,1.0851,0.07%,0.79%,0.98%,债券型,中低风险,2014-12-15,0.01亿元（2019-12-31）,交银施罗德基金,连端清,0.00%,100元起购,1529 | 2105
泰达宏利恒利债券A,004001,16.85%,2.53%,1.0864,0.03%,0.91%,1.32%,债券型,中低风险,2017-01-22,8.36亿元（2019-12-31）,泰达宏利基金,傅浩,0.08%,100元起购,1097 | 2105
工银尊享短债债券C,006835,3.74%,1.93%,1.0374,0.03%,0.80%,1.17%,债券型,中低风险,2019-01-30,0.56亿元（2019-12-31）,工银瑞信基金,魏欣,0.00%,100元起购,1283 | 2105
招商产业债券A,217022,86.14%,3.48%,1.486,0.00%,1.09%,1.57%,债券型,中风险,2012-03-21,67.51亿元（2019-12-31）,招商基金,马龙,0.08%,100元起购,777 | 2105
融通通祺债券,003648,17.16%,3.08%,1.0421,0.04%,1.26%,1.92%,债券型,中低风险,2016-11-10,2.15亿元（2019-12-31）,融通基金,朱浩然,0.80%,100元起购,486 | 2105
工银尊享短债债券A,006834,4.23%,2.14%,1.0423,0.03%,0.84%,1.24%,债券型,中低风险,2019-01-30,2.45亿元（2019-12-31）,工银瑞信基金,魏欣,0.04%,100元起购,1196 | 2105
富国信用债债券C,000192,42.12%,2.93%,1.0963,0.05%,1.04%,1.59%,债券型,中低风险,2013-06-25,10.71亿元（2019-12-31）,富国基金,黄纪亮,0.00%,100元起购,748 | 2105
金鹰添盈纯债债券,003384,17.83%,2.18%,1.0496,0.11%,0.80%,1.17%,债券型,中低风险,2017-01-11,0.05亿元（2019-12-31）,金鹰基金,黄倩倩,0.08%,100元起购,1287 | 2105
中信保诚稳益A,003287,12.89%,2.85%,1.0529,0.04%,1.13%,1.61%,债券型,中低风险,2016-09-09,15.53亿元（2019-12-31）,中信保诚基金,宋海娟,0.08%,10元起购,724 | 2105
鹏华丰惠债券,003983,15.43%,2.56%,1.0526,0.03%,0.94%,1.39%,债券型,中低风险,2016-12-09,15.58亿元（2019-12-31）,鹏华基金,邓明明,0.08%,100元起购,1026 | 2105
中信保诚稳益C,003288,12.89%,2.80%,1.0529,0.04%,1.12%,1.59%,债券型,中低风险,2016-09-09,0.00亿元（2019-12-31）,中信保诚基金,宋海娟,0.00%,10元起购,750 | 2105
金鹰添荣纯债债券,004033,17.00%,2.64%,1.1069,0.07%,0.82%,1.22%,债券型,中低风险,2017-03-07,2.20亿元（2019-12-31）,金鹰基金,刘丽娟,0.08%,100元起购,1224 | 2105
工银瑞福纯债债券A,006169,5.74%,2.47%,1.0574,0.05%,0.86%,1.47%,债券型,中低风险,2018-11-07,0.64亿元（2019-12-31）,工银瑞信基金,李娜,0.04%,100元起购,918 | 2105
中融1-3年中高等级信用债A,003081,11.08%,3.47%,1.1108,0.04%,1.31%,1.94%,债券指数,中低风险,2016-12-27,7.33亿元（2019-12-31）,中融基金,朱柏蓉,0.04%,100元起购,476 | 2105
交银安享稳健养老一年(FOF),006880,6.23%,4.51%,1.0623,-0.29%,1.99%,2.53%,混合-FOF,中高风险,2019-05-30,24.26亿元（2019-12-31）,交银施罗德基金,杨喆,0.08%,100元起购,2104 | 3296
信达澳银稳定价值债券B,610103,59.39%,-0.39%,1.016,0.10%,0.89%,1.20%,债券型,中风险,2009-04-08,0.04亿元（2019-12-31）,信达澳银基金,孔学峰,0.00%,100元起购,1250 | 2105
鹏扬淳享债券C,006514,5.15%,2.23%,1.0193,0.09%,0.87%,1.04%,债券型,中低风险,2018-12-12,0.00亿元（2019-12-31）,鹏扬基金,王华,0.00%,100元起购,1444 | 2105
鹏扬淳享债券A,006513,5.69%,2.43%,1.0206,0.09%,0.89%,1.10%,债券型,中低风险,2018-12-12,54.68亿元（2019-12-31）,鹏扬基金,王华,0.06%,100元起购,1381 | 2105
招商中债1-5年进出口行A,006473,4.79%,2.42%,1.0211,0.08%,0.89%,1.10%,债券指数,中低风险,2018-12-05,23.56亿元（2019-12-31）,招商基金,周欣宇,0.05%,100元起购,1153 | 1608
泰康安业政金债债券C,007004,3.13%,2.19%,1.021,0.08%,0.79%,1.03%,债券型,中低风险,2019-05-27,5.11亿元（2019-12-31）,泰康资产,任翀,0.00%,100元起购,1463 | 2105
泰康安业政金债债券A,007003,3.15%,2.21%,1.0212,0.08%,0.79%,1.03%,债券型,中低风险,2019-05-27,18.10亿元（2019-12-31）,泰康资产,任翀,0.05%,100元起购,1464 | 2105
银华信用四季红债券C,006837,4.86%,2.18%,1.023,0.00%,0.89%,1.28%,债券型,中低风险,2019-01-04,0.75亿元（2019-12-31）,银华基金,邹维娜,0.00%,100元起购,1143 | 2105
信达澳银稳定价值债券A,610003,67.59%,-0.19%,1.024,0.00%,0.89%,1.29%,债券型,中风险,2009-04-08,6.05亿元（2019-12-31）,信达澳银基金,孔学峰,0.08%,100元起购,1141 | 2105
华安纯债债券A,040040,38.63%,2.57%,1.0762,0.05%,0.99%,1.38%,债券型,中低风险,2013-02-05,40.53亿元（2019-12-31）,华安基金,苏玉平,0.08%,100元起购,1032 | 2105
华宝宝康债券A,240003,172.71%,2.73%,1.2826,0.03%,1.45%,1.97%,债券型,中风险,2003-07-15,12.75亿元（2019-12-31）,华宝基金,李栋梁,0.08%,100元起购,452 | 2105
泰达宏利恒利债券C,004002,15.49%,2.39%,1.08,0.04%,0.88%,1.28%,债券型,中低风险,2017-01-22,0.00亿元（2019-12-31）,泰达宏利基金,傅浩,0.00%,100元起购,1162 | 2105
泰达宏利创盈混合B,001142,54.30%,4.12%,1.543,-0.39%,1.25%,1.05%,混合型,中高风险,2015-03-30,0.85亿元（2019-12-31）,泰达宏利基金,傅浩,0.00%,100元起购,2266 | 3302
博时裕景纯债,002519,15.62%,2.29%,1.029,0.10%,0.78%,1.08%,债券型,中低风险,2016-04-28,20.16亿元（2019-12-31）,博时基金,黄海峰,0.08%,100元起购,1403 | 2105
博时裕发纯债,002568,13.05%,2.37%,1.03,0.10%,0.88%,1.28%,债券型,中低风险,2016-04-06,10.12亿元（2019-12-31）,博时基金,黄海峰,0.08%,100元起购,1156 | 2105
天弘信利债券C,003825,13.77%,2.30%,1.0303,0.03%,0.94%,1.33%,债券型,中低风险,2016-12-16,0.04亿元（2019-12-31）,天弘基金,王昌俊,0.00%,100元起购,1092 | 2105
上投摩根纯债丰利债券A,000839,18.00%,2.47%,1.031,0.00%,0.88%,1.08%,债券型,中低风险,2014-11-18,19.54亿元（2019-12-31）,上投摩根基金,聂曙光,0.08%,100元起购,1410 | 2105
博时臻选纯债债券,003566,12.95%,2.42%,1.0306,0.04%,0.87%,1.28%,债券型,中低风险,2016-11-07,5.04亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,1157 | 2105
天弘信利债券A,003824,14.52%,2.40%,1.0311,0.03%,0.95%,1.36%,债券型,中低风险,2016-12-16,15.21亿元（2019-12-31）,天弘基金,王昌俊,0.08%,100元起购,1059 | 2105
博时裕创纯债,002754,19.43%,3.28%,1.032,0.00%,1.28%,1.78%,债券型,中低风险,2016-05-13,10.09亿元（2019-12-31）,博时基金,陈凯杨,0.08%,100元起购,573 | 2105
鹏华纯债债券,206015,51.03%,2.59%,1.033,0.00%,1.08%,1.37%,债券型,中低风险,2012-09-03,5.40亿元（2019-12-31）,鹏华基金,张丽娟,0.08%,100元起购,1045 | 2105
中证兴业中高等级信用债指数,003429,17.82%,3.18%,1.034,0.00%,1.17%,1.67%,债券指数,中低风险,2016-11-04,77.54亿元（2019-12-31）,兴业基金,杨逸君,0.06%,10元起购,600 | 1608
华宝宝丰高等级债券A,006300,7.02%,2.64%,1.0341,0.08%,0.96%,1.19%,债券型,中低风险,2018-08-30,42.48亿元（2019-12-31）,华宝基金,林昊,0.08%,100元起购,1252 | 2105
建信睿兴纯债债券,006791,3.46%,2.26%,1.0346,0.04%,0.81%,1.17%,债券型,中低风险,2019-04-26,4.06亿元（2019-12-31）,建信基金,黎颖芳,0.08%,100元起购,1278 | 2105
招商信用添利债券(LOF),161713,100.55%,3.48%,1.037,0.00%,1.37%,1.87%,债券型,中风险,2010-06-25,15.22亿元（2019-12-31）,招商基金,向霈,0.08%,100元起购,506 | 2105
华宝宝丰高等级债券C,006301,5.80%,2.54%,1.0376,0.09%,0.93%,1.17%,债券型,中低风险,2018-08-30,0.00亿元（2019-12-31）,华宝基金,林昊,0.00%,100元起购,1284 | 2105
上投摩根中国生物医药(QDII),001984,44.58%,38.60%,1.6608,1.29%,10.00%,19.59%,QDII,高风险,2016-04-28,3.34亿元（2019-12-31）,上投摩根基金,方钰涵,0.15%,100元起购,4 | 270
交银裕隆纯债债券A,519782,19.82%,3.80%,1.1982,0.03%,1.46%,2.02%,债券型,中低风险,2016-11-28,6.57亿元（2019-12-31）,交银施罗德基金,黄莹洁,0.08%,100元起购,438 | 2105
富国全球债券(QDII),100050,19.99%,0.40%,1.1999,0.16%,2.34%,1.83%,QDII,中风险,2010-10-20,1.78亿元（2019-12-31）,富国基金,沈博文,0.08%,100元起购,58 | 270
汇安嘉鑫纯债债券,006625,20.08%,4.80%,1.201,0.04%,1.41%,2.05%,债券型,中低风险,2018-11-26,10.29亿元（2019-12-31）,汇安基金,杨芳,0.08%,100元起购,418 | 2105
博时颐泽稳健养老(FOF)A,007070,4.48%,4.75%,1.0448,-0.28%,0.91%,2.00%,混合-FOF,中高风险,2019-03-20,6.24亿元（2019-12-31）,博时基金,魏凤春,0.08%,100元起购,2295 | 3296
融通通和债券,002825,14.29%,2.63%,1.046,0.00%,1.06%,1.46%,债券型,中低风险,2016-11-02,1.96亿元（2019-12-31）,融通基金,刘明,0.80%,100元起购,932 | 2105
鹏华丰瑞债券,004499,17.49%,2.85%,1.0461,0.05%,1.04%,1.53%,债券型,中低风险,2017-04-25,10.32亿元（2019-12-31）,鹏华基金,张丽娟,0.08%,100元起购,832 | 2105
融通债券A/B,前端：,144.60%,3.02%,1.048,0.00%,1.06%,1.55%,债券型,中低风险,2003-09-30,12.90亿元（2019-12-31）,融通基金,王超,0.12%,100元起购,809 | 2105
中融1-3年中高等级信用债C,003082,10.03%,3.33%,1.1003,0.04%,1.30%,1.90%,债券指数,中低风险,2016-12-27,0.01亿元（2019-12-31）,中融基金,朱柏蓉,0.00%,100元起购,492 | 2105
招商招旭纯债A,003859,15.27%,3.71%,1.1527,0.03%,1.17%,1.86%,债券型,中低风险,2016-12-15,13.65亿元（2019-12-31）,招商基金,郭敏,0.08%,100元起购,508 | 2105
嘉实稳祥纯债债券A,002549,20.59%,2.02%,1.2059,0.07%,0.68%,1.06%,债券型,中低风险,2016-03-18,11.59亿元（2019-12-31）,嘉实基金,王亚洲,0.08%,100元起购,1421 | 2105
华泰紫金智盈债券A,005467,15.46%,3.00%,1.1546,0.03%,0.81%,1.19%,债券型,中低风险,2018-03-15,39.92亿元（2019-12-31）,华泰证券(上海),李博良,0.02%,100元起购,1254 | 2105
工银瑞福纯债债券C,006170,5.19%,2.27%,1.0519,0.05%,0.81%,1.40%,债券型,中低风险,2018-11-07,1.01亿元（2019-12-31）,工银瑞信基金,李娜,0.00%,100元起购,1008 | 2105
中信保诚稳丰A,004106,16.29%,2.97%,1.0529,0.03%,1.19%,1.71%,债券型,中低风险,2017-01-23,15.49亿元（2019-12-31）,中信保诚基金,宋海娟,0.08%,10元起购,623 | 2105
泰达宏利创盈混合A,001141,58.00%,4.36%,1.58,-0.38%,1.28%,1.09%,混合型,中高风险,2015-03-30,2.86亿元（2019-12-31）,泰达宏利基金,傅浩,0.10%,100元起购,2254 | 3302
圆信永丰兴融C,002074,18.94%,3.63%,1.056,0.00%,1.34%,1.73%,债券型,中低风险,2015-12-21,0.00亿元（2019-12-31）,圆信永丰基金,林铮,0.00%,100元起购,604 | 2105
博时信用债纯债债券A,050027,59.15%,2.87%,1.1103,0.06%,0.99%,1.60%,债券型,中低风险,2012-09-07,20.81亿元（2019-12-31）,博时基金,张李陵,0.08%,100元起购,738 | 2105
兴银中短债C,006546,6.04%,2.58%,1.0605,0.04%,1.03%,1.41%,债券型,中低风险,2018-12-07,3.00亿元（2019-12-31）,兴银基金,李文程,0.00%,100元起购,995 | 2105
嘉实稳祥纯债债券C,003357,16.67%,1.82%,1.1667,0.07%,0.65%,1.00%,债券型,中低风险,2016-09-14,1.04亿元（2019-12-31）,嘉实基金,王亚洲,0.00%,100元起购,1495 | 2105
兴银中短债A,006545,6.19%,2.64%,1.062,0.03%,1.05%,1.43%,债券型,中低风险,2018-12-07,1.88亿元（2019-12-31）,兴银基金,李文程,0.03%,100元起购,966 | 2105
银华信用季季红债券A,000286,47.00%,2.39%,1.064,0.09%,0.85%,1.33%,债券型,中低风险,2013-09-18,36.75亿元（2019-12-31）,银华基金,邹维娜,0.07%,100元起购,1086 | 2105
景顺长城中短债A,007603,1.54%,1.57%,1.0154,0.05%,0.49%,0.66%,债券型,中低风险,2019-08-20,9.97亿元（2019-12-31）,景顺长城基金,袁媛,0.04%,100元起购,1856 | 2105
博时裕腾纯债,002354,20.44%,3.13%,1.0181,0.03%,1.39%,1.84%,债券型,中低风险,2016-01-18,4.19亿元（2019-12-31）,博时基金,黄海峰,0.08%,100元起购,525 | 2105
华泰保兴安悦债券,007540,2.03%,1.84%,1.0203,0.07%,0.81%,1.10%,债券型,中低风险,2019-07-11,12.09亿元（2019-12-31）,华泰保兴,周咏梅,0.08%,100元起购,1378 | 2105
华安纯债债券C,040041,36.51%,2.37%,1.0752,0.05%,0.94%,1.32%,债券型,中低风险,2013-02-05,6.46亿元（2019-12-31）,华安基金,苏玉平,0.00%,100元起购,1108 | 2105
招商中债1-5年进出口行C,006474,4.68%,2.38%,1.0209,0.08%,0.88%,1.09%,债券指数,中低风险,2018-12-05,0.04亿元（2019-12-31）,招商基金,周欣宇,0.00%,100元起购,1195 | 1608
景顺长城稳定收益债券C,261101,30.08%,2.65%,1.078,0.09%,1.22%,1.70%,债券型,中风险,2011-03-25,0.07亿元（2019-12-31）,景顺长城基金,何江波,0.00%,1000元起购,633 | 2105
上投摩根纯债添利债券C,000890,13.14%,2.18%,1.079,0.09%,0.84%,1.03%,债券型,中低风险,2014-12-24,0.03亿元（2019-12-31）,上投摩根基金,唐瑭,0.00%,100元起购,1462 | 2105
景顺长城稳定收益债券A,261001,34.92%,2.83%,1.079,0.00%,1.22%,1.70%,债券型,中风险,2011-03-25,4.10亿元（2019-12-31）,景顺长城基金,何江波,0.08%,1000元起购,638 | 2105
中信证券六个月债券A,900019,2.62%,2.60%,1.0259,0.04%,0.93%,1.28%,债券型,中低风险,2019-08-22,5.23亿元（2019-12-31）,中信证券,邱丹,0.00%,100元起购,1144 | 2105
中邮纯债恒利债券C,002277,15.38%,2.66%,1.08,0.09%,0.93%,1.50%,债券型,中低风险,2017-04-13,1.33亿元（2019-12-31）,中邮基金,张萌,0.00%,100元起购,866 | 2105
交银裕隆纯债债券C,519783,19.08%,3.59%,1.1908,0.03%,1.42%,1.95%,债券型,中低风险,2016-11-28,1.60亿元（2019-12-31）,交银施罗德基金,黄莹洁,0.00%,100元起购,465 | 2105
中邮纯债恒利债券A,002276,15.89%,2.75%,1.083,0.09%,0.93%,1.50%,债券型,中低风险,2017-04-13,0.76亿元（2019-12-31）,中邮基金,张萌,0.08%,100元起购,874 | 2105
中信建投稳祥C,003979,16.00%,3.17%,1.0289,0.07%,1.14%,1.64%,债券型,中低风险,2017-03-03,0.00亿元（2019-12-31）,中信建投基金,许健,0.00%,100元起购,699 | 2105
中信建投稳祥A,003978,16.86%,3.30%,1.0296,0.08%,1.16%,1.68%,债券型,中低风险,2017-03-03,5.75亿元（2019-12-31）,中信建投基金,许健,0.06%,100元起购,651 | 2105
银华信用四季红债券A,000194,54.51%,2.33%,1.089,0.00%,0.93%,1.39%,债券型,中低风险,2013-08-07,12.54亿元（2019-12-31）,银华基金,邹维娜,0.08%,100元起购,1017 | 2105
上投摩根纯债添利债券A,000889,19.11%,2.34%,1.092,0.09%,0.83%,1.11%,债券型,中低风险,2014-12-24,6.35亿元（2019-12-31）,上投摩根基金,唐瑭,0.08%,100元起购,1361 | 2105
大摩优质信价纯债A,000419,33.98%,2.97%,1.092,0.09%,1.11%,1.68%,债券型,中低风险,2014-11-25,22.25亿元（2019-12-31）,摩根士丹利华鑫基金,施同亮,0.08%,100元起购,657 | 2105
安信宝利债券(LOF),167501,55.81%,2.46%,1.095,0.09%,0.83%,1.11%,债券型,中风险,2013-07-24,14.80亿元（2019-12-31）,安信基金,庄园,0.08%,100元起购,1368 | 2105
博时颐泽稳健养老(FOF)C,007071,3.99%,4.49%,1.0399,-0.28%,0.86%,1.92%,混合-FOF,中高风险,2019-03-20,1.82亿元（2019-12-31）,博时基金,魏凤春,0.00%,100元起购,2319 | 3296
天弘增强回报债券A,007128,9.57%,8.14%,1.0957,-0.24%,2.86%,3.58%,债券型,中风险,2019-05-29,0.94亿元（2019-12-31）,天弘基金,姜晓丽,0.08%,100元起购,136 | 2105
工银尊利中短债债券A,006740,4.13%,2.37%,1.0413,0.03%,1.04%,1.46%,债券型,中低风险,2019-04-30,2.95亿元（2019-12-31）,工银瑞信基金,何秀红,0.04%,100元起购,925 | 2105
交银丰享收益债券C,519748,25.63%,2.43%,1.098,0.09%,0.83%,1.29%,债券型,中低风险,2015-01-19,0.09亿元（2019-12-31）,交银施罗德基金,黄莹洁,0.00%,100元起购,1137 | 2105
华泰紫金智盈债券C,005468,9.94%,2.89%,1.0994,0.02%,0.79%,1.15%,债券型,中低风险,2018-03-15,9.57亿元（2019-12-31）,华泰证券(上海),李博良,0.00%,100元起购,1308 | 2105
金鹰添祥中短债C,006390,6.61%,2.41%,1.0454,0.05%,0.75%,1.13%,债券型,中低风险,2018-09-19,5.00亿元（2019-12-31）,金鹰基金,龙悦芳,0.00%,100元起购,1334 | 2105
浦银安盛稳健增利债券C,166401,57.88%,2.96%,1.101,0.00%,1.19%,1.47%,债券型,中风险,2011-12-13,0.26亿元（2019-12-31）,浦银安盛基金,章潇枫,0.00%,100元起购,909 | 2105
先锋汇盈纯债A,005892,15.69%,4.22%,1.1569,0.03%,1.30%,1.82%,债券型,中低风险,2018-09-06,2.44亿元（2019-12-31）,先锋基金,王颢,0.06%,100元起购,539 | 2105
长信纯债壹号债券C,004220,11.75%,1.98%,1.0474,0.04%,0.93%,1.22%,债券型,中低风险,2017-01-09,3.10亿元（2019-12-31）,长信基金,张文琍,0.00%,100元起购,1221 | 2105
长信纯债壹号债券A,519985,53.21%,2.20%,1.1032,0.04%,0.96%,1.27%,债券型,中低风险,2010-06-28,26.37亿元（2019-12-31）,长信基金,张文琍,0.06%,100元起购,1170 | 2105
兴业福益债券,002524,10.95%,1.94%,1.104,0.09%,0.82%,1.19%,债券型,中低风险,2016-03-18,10.33亿元（2019-12-31）,兴业基金,唐丁祥,0.06%,100元起购,1256 | 2105
金鹰添祥中短债A,006389,6.98%,2.53%,1.0491,0.05%,0.78%,1.17%,债券型,中低风险,2018-09-19,2.24亿元（2019-12-31）,金鹰基金,龙悦芳,0.03%,100元起购,1286 | 2105
中信保诚稳丰C,004107,16.00%,2.93%,1.0501,0.03%,1.18%,1.68%,债券型,中低风险,2017-01-23,0.00亿元（2019-12-31）,中信保诚基金,宋海娟,0.00%,10元起购,647 | 2105
中信保诚稳利债券A,003121,12.89%,2.90%,1.0537,0.02%,1.18%,1.68%,债券型,中低风险,2016-08-04,15.52亿元（2019-12-31）,中信保诚基金,宋海娟,0.08%,10元起购,650 | 2105
博时信用债纯债债券C,001661,21.39%,2.67%,1.0576,0.06%,0.94%,1.54%,债券型,中低风险,2015-09-21,8.82亿元（2019-12-31）,博时基金,张李陵,0.00%,100元起购,817 | 2105
先锋汇盈纯债C,005893,11.29%,3.96%,1.1129,0.04%,1.26%,1.76%,债券型,中低风险,2018-09-06,2.61亿元（2019-12-31）,先锋基金,王颢,0.00%,100元起购,584 | 2105
中融睿祥纯债A,003071,15.79%,3.82%,1.116,0.03%,1.39%,1.98%,债券型,中低风险,2017-08-24,1.79亿元（2019-12-31）,中融基金,王玥,0.06%,100元起购,446 | 2105
东海祥瑞C,002382,11.60%,4.20%,1.116,0.00%,1.64%,2.10%,债券型,中低风险,2016-03-24,3.08亿元（2019-12-31）,东海基金,祝鸿玲,0.00%,1000元起购,393 | 2105
银华纯债信用债券(LOF),161820,55.04%,2.44%,1.119,0.09%,0.99%,1.36%,债券型,中低风险,2012-08-09,37.43亿元（2019-12-31）,银华基金,邹维娜,0.08%,100元起购,1057 | 2105
易方达信用债债券C,000033,38.42%,2.37%,1.12,0.00%,1.08%,1.54%,债券型,中低风险,2013-04-24,7.65亿元（2019-12-31）,易方达基金,胡剑,0.00%,10元起购,816 | 2105
创金合信鑫收益混合A,003749,12.60%,3.87%,1.126,0.09%,1.08%,1.35%,混合型,中高风险,2016-12-19,0.00亿元（2019-12-31）,创金合信基金,郑振源,0.12%,100元起购,2144 | 3302
易方达信用债债券A,000032,42.00%,2.53%,1.127,0.00%,1.08%,1.53%,债券型,中低风险,2013-04-24,39.04亿元（2019-12-31）,易方达基金,胡剑,0.08%,10元起购,833 | 2105
景顺长城中短债C,007604,1.40%,1.43%,1.014,0.05%,0.46%,0.61%,债券型,中低风险,2019-08-20,0.59亿元（2019-12-31）,景顺长城基金,袁媛,0.00%,100元起购,1894 | 2105
富国鑫旺稳健养老(FOF),006297,8.54%,4.36%,1.0722,-0.47%,1.42%,2.11%,混合-FOF,中高风险,2018-12-13,3.70亿元（2019-12-31）,富国基金,张子炎,0.08%,100元起购,2254 | 3296
鑫元稳利债券,000655,31.74%,2.63%,1.0757,0.04%,0.95%,1.26%,债券型,中低风险,2014-06-12,5.13亿元（2019-12-31）,鑫元基金,郑文旭,0.06%,100元起购,1178 | 2105
汇丰晋信平稳增利债券A,540005,35.48%,1.83%,1.1337,0.06%,0.73%,1.18%,债券型,中风险,2008-12-03,0.79亿元（2019-12-31）,汇丰晋信基金,蔡若林,0.08%,100元起购,1272 | 2105
易方达高等级信用债债券A,000147,42.90%,3.31%,1.134,0.00%,1.32%,1.95%,债券型,中低风险,2013-08-23,83.97亿元（2019-12-31）,易方达基金,林森,0.08%,10元起购,469 | 2105
兴全恒裕债券,006985,4.08%,2.26%,1.0206,0.06%,0.75%,0.91%,债券型,中低风险,2019-03-12,17.49亿元（2019-12-31）,兴全基金,王帅,0.06%,100元起购,1629 | 2105
